[ 0.00298539  0.00312925  0.00287748]
[ 0.00307531  0.00334507  0.00302136]
[ 0.00327313  0.00345297  0.00323716]
[ 0.00338104  0.00348895  0.00327313]
[ 0.00334507  0.00359685  0.00323716]
[ 0.00352491  0.0038846   0.00352491]
[ 0.0038846   0.00428025  0.00384863]
[ 0.00402847  0.00431622  0.0039925 ]
[ 0.0041184   0.00413638  0.00377669]
[ 0.00381266  0.0038846   0.00356088]
[ 0.0035429   0.00374072  0.00330911]
[ 0.00377669  0.00395654  0.0032012 ]
[ 0.00323716  0.00334507  0.00294941]
[ 0.00312925  0.00312925  0.00230198]
[ 0.00276957  0.00302136  0.00258973]
[ 0.00294941  0.00334507  0.00219408]
[ 0.00255376  0.00276957  0.00244586]
[ 0.00255376  0.0026257   0.00215811]
[ 0.0025178   0.00257175  0.00219408]
[ 0.00223005  0.00237392  0.00187037]
[ 0.00212214  0.00230198  0.0019423 ]
[ 0.00212214  0.00215811  0.00138479]
[ 0.00154665  0.00161858  0.00111502]
[ 0.00151067  0.00165455  0.00133083]
[ 0.00169052  0.00190633  0.00161858]
[ 0.00190633  0.00215811  0.00179842]
[ 0.00206819  0.00215811  0.00172649]
[ 0.00187037  0.00212214  0.00179842]
[ 0.00208617  0.0021761   0.00187037]
[ 0.00201424  0.00215811  0.0019423 ]
[ 0.00190633  0.00197826  0.00158262]
[ 0.00147471  0.00158262  0.00133083]
[ 0.00136681  0.00140277  0.0006834 ]
[ 0.00050356  0.0005755   0.        ]
[ 0.00061147  0.0006834   0.00037767]
[  2.51783970e-04   4.31625223e-04   3.59661788e-05]
[ 0.00021581  0.00100712  0.00021581]
[ 0.00118696  0.00151067  0.00118696]
[ 0.00136681  0.00179842  0.00133083]
[ 0.00169052  0.00187037  0.00133083]
[ 0.00143874  0.00167253  0.00133083]
[ 0.00133083  0.00161858  0.00122293]
[ 0.00147471  0.00169052  0.00143874]
[ 0.00169052  0.00176246  0.00111502]
[ 0.00104309  0.00111502  0.00079131]
[ 0.00089922  0.00118696  0.00082727]
[ 0.00115099  0.00133083  0.00071938]
[ 0.00075534  0.00082727  0.00053952]
[ 0.00079131  0.00100712  0.00071938]
[ 0.00104309  0.00111502  0.00089922]
[ 0.00089922  0.00136681  0.00080929]
[ 0.0012589   0.00158262  0.00122293]
[ 0.00142076  0.00167253  0.00129487]
[ 0.00176246  0.00179842  0.00158262]
[ 0.00154665  0.00161858  0.00129487]
[ 0.00129487  0.00143874  0.00111502]
[ 0.0012589   0.00133083  0.00097115]
[ 0.00127688  0.00140277  0.00115099]
[ 0.00140277  0.00143874  0.0012589 ]
[ 0.00147471  0.00154665  0.00107906]
[ 0.00107906  0.00183439  0.00104309]
[ 0.00201424  0.00240989  0.00197826]
[ 0.0025178   0.00255376  0.00212214]
[ 0.00212214  0.00239191  0.00208617]
[ 0.00208617  0.00215811  0.00190633]
[ 0.00176246  0.00215811  0.00165455]
[ 0.00219408  0.00226601  0.00197826]
[ 0.00208617  0.00219408  0.00169052]
[ 0.00161858  0.00165455  0.00118696]
[ 0.00129487  0.00136681  0.00089922]
[ 0.00111502  0.00115099  0.00046759]
[ 0.00100712  0.00104309  0.0006834 ]
[ 0.00086324  0.00098913  0.00046759]
[ 0.0005755   0.00086324  0.00039566]
[ 0.00089922  0.00154665  0.00086324]
[ 0.00161858  0.00179842  0.00140277]
[ 0.00161858  0.00201424  0.00158262]
[ 0.00187037  0.00215811  0.00179842]
[ 0.00183439  0.00212214  0.00179842]
[ 0.00212214  0.00223005  0.00190633]
[ 0.00187037  0.00197826  0.00179842]
[ 0.00187037  0.0019423   0.00161858]
[ 0.00169052  0.0019423   0.00161858]
[ 0.00197826  0.00208617  0.00187037]
[ 0.00176246  0.0019423   0.00172649]
[ 0.00183439  0.00215811  0.00179842]
[ 0.00208617  0.00219408  0.00201424]
[ 0.00215811  0.00226601  0.00183439]
[ 0.00187037  0.00201424  0.00183439]
[ 0.00183439  0.00201424  0.00176246]
[ 0.00201424  0.00212214  0.00197826]
[ 0.00219408  0.00266167  0.00219408]
[ 0.00258973  0.00269764  0.00244586]
[ 0.00255376  0.00276957  0.0025178 ]
[ 0.0026257   0.00266167  0.00237392]
[ 0.00240989  0.00258973  0.00237392]
[ 0.00248182  0.00273361  0.00248182]
[ 0.00266167  0.00284151  0.00249982]
[ 0.00248182  0.0026257   0.00233796]
[ 0.00266167  0.00280554  0.00255376]
[ 0.00255376  0.00284151  0.00244586]
[ 0.00284151  0.00309329  0.00273361]
[ 0.00309329  0.00316523  0.00280554]
[ 0.00280554  0.00294941  0.00273361]
[ 0.00294941  0.00338104  0.00284151]
[ 0.00323716  0.003417    0.00316523]
[ 0.00327313  0.00352491  0.0032012 ]
[ 0.003417    0.00359685  0.00338104]
[ 0.00366879  0.00374072  0.00334507]
[ 0.00338104  0.00352491  0.00309329]
[ 0.00323716  0.0035429   0.00316523]
[ 0.00323716  0.003417    0.00305732]
[ 0.00302136  0.00316523  0.00284151]
[ 0.0032012   0.00327313  0.00302136]
[ 0.0032012   0.00338104  0.00312925]
[ 0.0032012   0.00338104  0.00312925]
[ 0.003417    0.00359685  0.00338104]
[ 0.0035429   0.00359685  0.00345297]
[ 0.00338104  0.00363282  0.00334507]
[ 0.00359685  0.00363282  0.00352491]
[ 0.00356088  0.00356088  0.00345297]
[ 0.00352491  0.00359685  0.003417  ]
[ 0.00348895  0.00352491  0.003417  ]
[ 0.003417    0.00352491  0.00338104]
[ 0.00348895  0.00352491  0.003417  ]
[ 0.00348895  0.00352491  0.00345297]
[ 0.00345297  0.00363282  0.00345297]
[ 0.00348895  0.00370475  0.00348895]
[ 0.00352491  0.0038846   0.00345297]
[ 0.00345297  0.00352491  0.0032012 ]
[ 0.00334507  0.00359685  0.00327313]
[ 0.00338104  0.00402847  0.00338104]
[ 0.0039925   0.00406444  0.00374072]
[ 0.00381266  0.00384863  0.00356088]
[ 0.00374072  0.00413638  0.00374072]
[ 0.0039925   0.00462195  0.00395654]
[ 0.00507155  0.00510753  0.00474784]
[ 0.00456799  0.00499962  0.00453203]
[ 0.00487373  0.00564705  0.00487373]
[ 0.0055931   0.00579093  0.00526939]
[ 0.00539527  0.00568302  0.00539527]
[ 0.00553914  0.00577294  0.00546721]
[ 0.00575496  0.00579093  0.00550318]
[ 0.00550318  0.00622255  0.00550318]
[ 0.00597077  0.0062765   0.00564705]
[ 0.00600674  0.00658224  0.00586286]
[ 0.00658224  0.00701385  0.00651029]
[ 0.00694192  0.00722967  0.00669013]
[ 0.00708579  0.0071937   0.00679804]
[ 0.00697788  0.00737354  0.00679804]
[ 0.00722967  0.00802098  0.00715773]
[ 0.007985    0.00838066  0.00740951]
[ 0.00751742  0.00776919  0.00733757]
[ 0.00767928  0.00773323  0.00740951]
[ 0.00755338  0.00776919  0.00744548]
[ 0.00744548  0.00789508  0.00733757]
[ 0.00784113  0.0078771   0.00694192]
[ 0.0073016   0.00769726  0.00726563]
[ 0.00740951  0.00758935  0.0073016 ]
[ 0.00733757  0.00766128  0.0073016 ]
[ 0.00751742  0.00758935  0.00708579]
[ 0.00704983  0.00773323  0.00704983]
[ 0.00755338  0.00766128  0.0073016 ]
[ 0.0073016   0.00744548  0.00715773]
[ 0.00740951  0.00791307  0.00726563]
[ 0.00794903  0.007985    0.00755338]
[ 0.00751742  0.007985    0.00737354]
[ 0.00791307  0.00816485  0.00773323]
[ 0.00812887  0.00888422  0.00809291]
[ 0.00888422  0.00895615  0.00805694]
[ 0.00769726  0.00816485  0.00758935]
[ 0.00773323  0.00794903  0.00733757]
[ 0.00733757  0.00744548  0.00676208]
[ 0.00683401  0.00692393  0.00645634]
[ 0.00651029  0.00724765  0.00651029]
[ 0.0073016   0.0073016   0.00665417]
[ 0.00683401  0.00690595  0.00654627]
[ 0.00654627  0.00704983  0.00651029]
[ 0.00683401  0.00722967  0.0066182 ]
[ 0.00694192  0.00722967  0.00690595]
[ 0.00701385  0.0071937   0.00622255]
[ 0.00629449  0.00643836  0.00607868]
[ 0.00622255  0.00690595  0.00622255]
[ 0.00690595  0.00784113  0.00690595]
[ 0.00780516  0.00841662  0.00780516]
[ 0.00812887  0.00827275  0.00794903]
[ 0.00794903  0.00820082  0.00773323]
[ 0.00816485  0.00888422  0.00805694]
[ 0.00892018  0.00949568  0.00892018]
[ 0.00910002  0.00949568  0.00892018]
[ 0.00910002  0.009136    0.00838066]
[ 0.00852453  0.00899212  0.00845259]
[ 0.00874034  0.00899212  0.00848857]
[ 0.00848857  0.0085605   0.0078771 ]
[ 0.00830872  0.00874034  0.00823678]
[ 0.00845259  0.00852453  0.00762532]
[ 0.00794903  0.009136    0.00780516]
[ 0.00906406  0.00917197  0.00852453]
[ 0.00910002  0.00960358  0.00868639]
[ 0.00870437  0.00881228  0.00823678]
[ 0.007985    0.00845259  0.00780516]
[ 0.00794903  0.007985    0.00733757]
[ 0.00740951  0.00751742  0.00715773]
[ 0.0073016   0.00776919  0.00715773]
[ 0.00744548  0.00762532  0.00715773]
[ 0.00712176  0.00740951  0.00690595]
[ 0.00726563  0.0073016   0.00676208]
[ 0.00676208  0.00697788  0.00651029]
[ 0.00686999  0.0071937   0.00665417]
[ 0.00726563  0.00744548  0.00712176]
[ 0.00715773  0.00726563  0.00704983]
[ 0.00715773  0.00755338  0.00712176]
[ 0.00755338  0.00762532  0.00726563]
[ 0.00722967  0.00755338  0.00712176]
[ 0.00755338  0.00794903  0.00748144]
[ 0.007985    0.00809291  0.00737354]
[ 0.00755338  0.00762532  0.00726563]
[ 0.00746346  0.00755338  0.0071937 ]
[ 0.00712176  0.00715773  0.00660022]
[ 0.00697788  0.00708579  0.00686999]
[ 0.00694192  0.00701385  0.00679804]
[ 0.00701385  0.00708579  0.00676208]
[ 0.00704983  0.00755338  0.00701385]
[ 0.00748144  0.00805694  0.00740951]
[ 0.00809291  0.00848857  0.00809291]
[ 0.00852453  0.00888422  0.00845259]
[ 0.00859647  0.00877631  0.00852453]
[ 0.00870437  0.00881228  0.00848857]
[ 0.00854252  0.00877631  0.00838066]
[ 0.00859647  0.00866841  0.00823678]
[ 0.00845259  0.00884825  0.00838066]
[ 0.00881228  0.00902809  0.00859647]
[ 0.00888422  0.009136    0.00881228]
[ 0.00892018  0.00895615  0.00859647]
[ 0.00848857  0.0085605   0.00834469]
[ 0.0085605   0.00866841  0.00848857]
[ 0.00866841  0.00895615  0.00859647]
[ 0.00863243  0.00884825  0.0085605 ]
[ 0.00866841  0.00884825  0.00859647]
[ 0.00870437  0.00906406  0.00866841]
[ 0.00906406  0.00920793  0.00888422]
[ 0.00899212  0.00902809  0.00848857]
[ 0.00848857  0.00848857  0.00751742]
[ 0.00722967  0.00733757  0.00694192]
[ 0.00726563  0.00751742  0.00726563]
[ 0.00722967  0.0073016   0.00672611]
[ 0.00697788  0.00712176  0.00679804]
[ 0.00694192  0.0073016   0.00683401]
[ 0.00731958  0.00742749  0.00710378]
[ 0.00731958  0.0075354   0.00683401]
[ 0.0075354   0.00815586  0.00731958]
[ 0.00807493  0.00829073  0.00737354]
[ 0.0066182   0.00672611  0.00602472]
[ 0.00645634  0.00645634  0.00597077]
[ 0.00580891  0.00721169  0.00575496]
[ 0.00726563  0.0075354   0.00704983]
[ 0.00742749  0.0075354   0.00672611]
[ 0.00688797  0.00710378  0.00672611]
[ 0.00715773  0.00748144  0.00694192]
[ 0.0075354   0.00785912  0.00748144]
[ 0.00780516  0.00780516  0.00726563]
[ 0.00688797  0.00731958  0.00672611]
[ 0.00737354  0.0076433   0.00710378]
[ 0.00726563  0.00737354  0.00694192]
[ 0.00710378  0.0075354   0.00704983]
[ 0.00737354  0.00742749  0.00704983]
[ 0.00715773  0.00721169  0.00672611]
[ 0.00715773  0.00737354  0.00691494]
[ 0.00715773  0.00818283  0.00710378]
[ 0.00802098  0.00807493  0.0075354 ]
[ 0.00791307  0.00845259  0.00775121]
[ 0.00845259  0.00866841  0.00839864]
[ 0.00861445  0.00866841  0.00845259]
[ 0.00861445  0.00883027  0.00850655]
[ 0.00850655  0.00850655  0.00818283]
[ 0.00829073  0.00888422  0.00829073]
[ 0.00883027  0.00920793  0.00877631]
[ 0.00910002  0.00980142  0.00910002]
[ 0.00969351  0.01039489  0.0095856 ]
[ 0.00990931  0.01077256  0.00990931]
[ 0.01077256  0.01077256  0.01044885]
[ 0.01055675  0.0107186   0.01039489]
[ 0.0105028   0.01066466  0.01017908]
[ 0.01012513  0.01047582  0.01001722]
[ 0.00942374  0.01023303  0.00931584]
[ 0.01009816  0.01036791  0.00996327]
[ 0.01039489  0.01093442  0.01034094]
[ 0.01088046  0.01109628  0.01066466]
[ 0.01082651  0.01136604  0.01082651]
[ 0.01098837  0.01109628  0.0107186 ]
[ 0.01098837  0.01104232  0.01082651]
[ 0.01098837  0.01142     0.01093442]
[ 0.01125814  0.01136604  0.01104232]
[ 0.01120418  0.01131209  0.01093442]
[ 0.01104232  0.01104232  0.0105028 ]
[ 0.01066466  0.0107186   0.01017908]
[ 0.01061071  0.01061071  0.00996327]
[ 0.01017908  0.01044885  0.01001722]
[ 0.01012513  0.01028699  0.01001722]
[ 0.01039489  0.0105028   0.00996327]
[ 0.01007117  0.01044885  0.01007117]
[ 0.01061071  0.01120418  0.01061071]
[ 0.01115023  0.01120418  0.0105028 ]
[ 0.01061071  0.0107186   0.01044885]
[ 0.01055675  0.01098837  0.01039489]
[ 0.01082651  0.01115023  0.01077256]
[ 0.01104232  0.0115279   0.01098837]
[ 0.01142     0.01147395  0.01125814]
[ 0.01131209  0.01136604  0.01093442]
[ 0.01109628  0.01174371  0.01109628]
[ 0.01168975  0.01177069  0.01136604]
[ 0.01158186  0.01212138  0.0115279 ]
[ 0.01201347  0.01201347  0.0116358 ]
[ 0.01174371  0.01201347  0.01147395]
[ 0.01190557  0.01195952  0.01168975]
[ 0.01179766  0.01222929  0.01131209]
[ 0.01136604  0.01174371  0.01131209]
[ 0.01168975  0.01190557  0.01158186]
[ 0.0115279  0.0118786  0.01142  ]
[ 0.01168975  0.01201347  0.01168975]
[ 0.01201347  0.01239115  0.01195952]
[ 0.01222929  0.01222929  0.01179766]
[ 0.01228324  0.01233719  0.0116358 ]
[ 0.01212138  0.01260695  0.01212138]
[ 0.01260695  0.01260695  0.01228324]
[ 0.0124451  0.0124451  0.0120944]
[ 0.01228324  0.01228324  0.01179766]
[ 0.01212138  0.01239115  0.01206743]
[ 0.01212138  0.0124451   0.01206743]
[ 0.0124451   0.01271486  0.01239115]
[ 0.01249904  0.012553    0.01206743]
[ 0.01222929  0.01222929  0.01195952]
[ 0.01217533  0.01228324  0.01195952]
[ 0.01201347  0.01217533  0.0116358 ]
[ 0.01217533  0.01228324  0.01206743]
[ 0.01228324  0.01314648  0.01228324]
[ 0.01309253  0.01325439  0.01282276]
[ 0.01287672  0.01293067  0.012553  ]
[ 0.01260695  0.0126609   0.01228324]
[ 0.01239115  0.01309253  0.01233719]
[ 0.01298462  0.01330834  0.01282276]
[ 0.01330834  0.0133623   0.01309253]
[ 0.01320044  0.0135781   0.01320044]
[ 0.01341624  0.01384787  0.01333532]
[ 0.01390182  0.01444134  0.01384787]
[ 0.01417159  0.01465716  0.01400973]
[ 0.0146032   0.0146032   0.01400973]
[ 0.01406368  0.01438739  0.01314648]
[ 0.01325439  0.01379391  0.01320044]
[ 0.01347019  0.01371299  0.01303858]
[ 0.01363205  0.01373996  0.01341624]
[ 0.01347019  0.01368601  0.0133623 ]
[ 0.01363205  0.01373996  0.01325439]
[ 0.0133623   0.01363205  0.01325439]
[ 0.01344322  0.01347019  0.01271486]
[ 0.01303858  0.01330834  0.01298462]
[ 0.01314648  0.01379391  0.01314648]
[ 0.01347019  0.0146032   0.01341624]
[ 0.0144953   0.01487297  0.01417159]
[ 0.01465716  0.01492692  0.01427948]
[ 0.01465716  0.01476506  0.01444134]
[ 0.0146032   0.01541249  0.0144953 ]
[ 0.01498088  0.01508878  0.01454925]
[ 0.01471111  0.01471111  0.01427948]
[ 0.01473808  0.01487297  0.01417159]
[ 0.0144953   0.01498088  0.01438739]
[ 0.01476506  0.01487297  0.0146032 ]
[ 0.01471111  0.01476506  0.01444134]
[ 0.01471111  0.01503483  0.01433344]
[ 0.01471111  0.01498088  0.01454925]
[ 0.01479204  0.01498088  0.01454925]
[ 0.01514274  0.01535854  0.01476506]
[ 0.01498088  0.01573621  0.01481902]
[ 0.01573621  0.01589807  0.01557435]
[ 0.01562831  0.01605992  0.0155204 ]
[ 0.01605992  0.01676132  0.01595203]
[ 0.0165455   0.01670736  0.01632969]
[ 0.01659946  0.01686922  0.01616783]
[ 0.01659946  0.0174627   0.01632969]
[ 0.01730084  0.01735479  0.01681527]
[ 0.01713898  0.01811013  0.01695015]
[ 0.01784036  0.01864965  0.01767851]
[ 0.0183799   0.01983662  0.01832594]
[ 0.01951291  0.020538    0.01945895]
[ 0.02010638  0.02026824  0.01945895]
[ 0.01945895  0.02051103  0.01918919]
[ 0.02021429  0.02043009  0.01989057]
[ 0.02048405  0.0214552   0.02037615]
[ 0.02102358  0.02118544  0.02021429]
[ 0.02026824  0.02064591  0.019405  ]
[ 0.02016034  0.02016034  0.01913523]
[ 0.01908128  0.01924314  0.01773247]
[ 0.01859571  0.01978266  0.0183799 ]
[ 0.01978266  0.02061894  0.019405  ]
[ 0.01956685  0.01978266  0.01945895]
[ 0.0196208   0.01978266  0.01870361]
[ 0.01881151  0.01897337  0.01773247]
[ 0.01913523  0.01983662  0.01897337]
[ 0.01956685  0.0196208   0.01891942]
[ 0.01935105  0.019405    0.01854176]
[ 0.01821804  0.01978266  0.01805618]
[ 0.01972871  0.01989057  0.01913523]
[ 0.0196208   0.02043009  0.01935105]
[ 0.01999848  0.020538    0.01983662]
[ 0.01994452  0.02021429  0.01945895]
[ 0.01980965  0.01989057  0.01902733]
[ 0.01951291  0.0196208   0.01891942]
[ 0.01829896  0.02005243  0.01829896]
[ 0.01978266  0.01999848  0.01891942]
[ 0.01908128  0.01913523  0.01816408]
[ 0.01843385  0.01908128  0.01816408]
[ 0.01816408  0.01816408  0.01719293]
[ 0.01773247  0.01843385  0.01767851]
[ 0.01794827  0.01827199  0.01724689]
[ 0.01740875  0.01784036  0.01708503]
[ 0.01751665  0.01784036  0.01713898]
[ 0.01773247  0.01902733  0.01773247]
[ 0.01918919  0.01972871  0.01918919]
[ 0.01967476  0.01999848  0.01908128]
[ 0.019405    0.01983662  0.01897337]
[ 0.01935105  0.01972871  0.01913523]
[ 0.01929709  0.01951291  0.01897337]
[ 0.01913523  0.01929709  0.01843385]
[ 0.01875756  0.01902733  0.01789432]
[ 0.01832594  0.01870361  0.01821804]
[ 0.0184878   0.01918919  0.01843385]
[ 0.01908128  0.01929709  0.01843385]
[ 0.01864965  0.01891942  0.01827199]
[ 0.01913523  0.01924314  0.01870361]
[ 0.01881151  0.01951291  0.01870361]
[ 0.01975569  0.02048405  0.0196208 ]
[ 0.02043009  0.020538    0.01989057]
[ 0.02010638  0.02080777  0.01994452]
[ 0.02021429  0.020538    0.02021429]
[ 0.02043009  0.02059195  0.02026824]
[ 0.020538    0.02072684  0.01999848]
[ 0.02021429  0.02059195  0.02010638]
[ 0.02048405  0.020538    0.01951291]
[ 0.01956685  0.01967476  0.0184878 ]
[ 0.01891942  0.01902733  0.01859571]
[ 0.01870361  0.01902733  0.01811013]
[ 0.01800222  0.01875756  0.01794827]
[ 0.01870361  0.01891942  0.01789432]
[ 0.01805618  0.01843385  0.01789432]
[ 0.01811013  0.0189464   0.01811013]
[ 0.01902733  0.01913523  0.01767851]
[ 0.01767851  0.01805618  0.01713898]
[ 0.01821804  0.01864965  0.01786735]
[ 0.01886547  0.01902733  0.01730084]
[ 0.01789432  0.01819107  0.01735479]
[ 0.01821804  0.01864965  0.01784036]
[ 0.02048405  0.02059195  0.01999848]
[ 0.020538    0.020538    0.02010638]
[ 0.01956685  0.01967476  0.01762456]
[ 0.01821804  0.01827199  0.01762456]
[ 0.01784036  0.01827199  0.01740875]
[ 0.01827199  0.0183799   0.01692317]
[ 0.01773247  0.01789432  0.01686922]
[ 0.01697712  0.01784036  0.01697712]
[ 0.01724689  0.01740875  0.01579017]
[ 0.01632969  0.01676132  0.01605992]
[ 0.01686922  0.01703107  0.01638364]
[ 0.0165455   0.01730084  0.01649155]
[ 0.01719293  0.01773247  0.01697712]
[ 0.01724689  0.01805618  0.01713898]
[ 0.01794827  0.01800222  0.01762456]
[ 0.01773247  0.01784036  0.01735479]
[ 0.01773247  0.01794827  0.01713898]
[ 0.0174627   0.01757061  0.01713898]
[ 0.0174627   0.01757061  0.01703107]
[ 0.01724689  0.01735479  0.01665341]
[ 0.01703107  0.01708503  0.01627574]
[ 0.01649155  0.01676132  0.01632969]
[ 0.01659946  0.01719293  0.0165455 ]
[ 0.01713898  0.01740875  0.01713898]
[ 0.01740875  0.01794827  0.01740875]
[ 0.01794827  0.01794827  0.01757061]
[ 0.01794827  0.01794827  0.01751665]
[ 0.01773247  0.01794827  0.01751665]
[ 0.01767851  0.01778641  0.0174627 ]
[ 0.0174627   0.0184878   0.01740875]
[ 0.01854176  0.01908128  0.0184878 ]
[ 0.01870361  0.01951291  0.01859571]
[ 0.01951291  0.01956685  0.01908128]
[ 0.01913523  0.01951291  0.01913523]
[ 0.01929709  0.01935105  0.01913523]
[ 0.01913523  0.01924314  0.01875756]
[ 0.01875756  0.01881151  0.01821804]
[ 0.01827199  0.0183799   0.01730084]
[ 0.01757061  0.01762456  0.01686922]
[ 0.01697712  0.01757061  0.01589807]
[ 0.01649155  0.01708503  0.01619481]
[ 0.01697712  0.01794827  0.01697712]
[ 0.01713898  0.0174627   0.01616783]
[ 0.01616783  0.01641063  0.01584412]
[ 0.01632969  0.0168962   0.01568226]
[ 0.01649155  0.01673434  0.01624877]
[ 0.01641063  0.01681527  0.01584412]
[ 0.0168962   0.01721992  0.01624877]
[ 0.01657248  0.01657248  0.01592505]
[ 0.01608691  0.01608691  0.01422554]
[ 0.01519668  0.01527762  0.01398275]
[ 0.01487297  0.01624877  0.01479204]
[ 0.01624877  0.01632969  0.01519668]
[ 0.01543948  0.01624877  0.01519668]
[ 0.01624877  0.01632969  0.0149539 ]
[ 0.01535854  0.01543948  0.01463019]
[ 0.01527762  0.01527762  0.01446833]
[ 0.01471111  0.01503483  0.01390182]
[ 0.01503483  0.01560133  0.01479204]
[ 0.01511576  0.01535854  0.01458971]
[ 0.01527762  0.01576319  0.01487297]
[ 0.0155204   0.01584412  0.01543948]
[ 0.01592505  0.01641063  0.01568226]
[ 0.01568226  0.01608691  0.01560133]
[ 0.01592505  0.01600598  0.01527762]
[ 0.01519668  0.01543948  0.01487297]
[ 0.01535854  0.01624877  0.01519668]
[ 0.01592505  0.01592505  0.01519668]
[ 0.01527762  0.01608691  0.0149539 ]
[ 0.01572272  0.01657248  0.01568226]
[ 0.01624877  0.01649155  0.01608691]
[ 0.01649155  0.01681527  0.01624877]
[ 0.01681527  0.0168962   0.01600598]
[ 0.01649155  0.01681527  0.01632969]
[ 0.01649155  0.01649155  0.01608691]
[ 0.01624877  0.01673434  0.01600598]
[ 0.01665341  0.01681527  0.01649155]
[ 0.01657248  0.01657248  0.01576319]
[ 0.01584412  0.01600598  0.01543948]
[ 0.01584412  0.01657248  0.0155204 ]
[ 0.01568226  0.01616783  0.01560133]
[ 0.01576319  0.01596551  0.01535854]
[ 0.01592505  0.01616783  0.01560133]
[ 0.01576319  0.01592505  0.0155204 ]
[ 0.01568226  0.01592505  0.01560133]
[ 0.01560133  0.01568226  0.01519668]
[ 0.01503483  0.01560133  0.01471111]
[ 0.01519668  0.0155204   0.0149539 ]
[ 0.01519668  0.01560133  0.01503483]
[ 0.0155204   0.0156418   0.01503483]
[ 0.01523715  0.01535854  0.0149539 ]
[ 0.0149539   0.01560133  0.01487297]
[ 0.01543948  0.01608691  0.01543948]
[ 0.01600598  0.01665341  0.01600598]
[ 0.01649155  0.01681527  0.01649155]
[ 0.01673434  0.01697712  0.01649155]
[ 0.01665341  0.01685573  0.01641063]
[ 0.01681527  0.01721992  0.01657248]
[ 0.01721992  0.01770549  0.01713898]
[ 0.01738177  0.0174627   0.01713898]
[ 0.01730084  0.01758409  0.01705806]
[ 0.01754363  0.01806967  0.0174627 ]
