Date,Open,High,Low,Close,Adj Close,Volume
13/03/1990,26.875,27.0625,26.5625,26.5625,7.913831,8300800
14/03/1990,26.71875,26.75,26.40625,26.5625,7.913831,4990800
15/03/1990,26.65625,26.84375,26.625,26.75,7.969697,5328000
16/03/1990,26.9375,27.1875,26.84375,27.15625,8.090734,10296400
19/03/1990,27.03125,27.28125,26.84375,27.25,8.11866,6428800
20/03/1990,27.21875,27.34375,26.96875,27,8.044181,7406400
21/03/1990,27.125,27.125,26.78125,26.8125,7.988319,3389200
22/03/1990,26.75,26.875,26.375,26.625,7.932454,4801200
23/03/1990,26.5,26.53125,26.21875,26.25,7.820732,4597600
26/03/1990,26.375,26.4375,26.03125,26.03125,7.755559,3350000
27/03/1990,25.90625,26.1875,25.84375,26.125,7.783491,5292800
28/03/1990,26.0625,26.46875,25.9375,26.46875,7.885904,5824400
29/03/1990,26.5,26.71875,26.4375,26.5,7.895216,5656800
30/03/1990,26.59375,26.6875,26.40625,26.53125,7.904523,5704000
02/04/1990,26.28125,26.46875,26.25,26.46875,7.885904,5193200
03/04/1990,26.5,26.6875,26.5,26.65625,7.941762,4201600
04/04/1990,26.65625,26.9375,26.46875,26.625,7.932454,6864800
05/04/1990,26.6875,26.71875,26.46875,26.53125,7.904523,3473600
06/04/1990,26.5625,26.59375,26.3125,26.46875,7.885904,3009200
09/04/1990,26.40625,26.46875,26.3125,26.375,7.857973,3131200
10/04/1990,26.3125,26.59375,26.28125,26.46875,7.885904,3739200
11/04/1990,26.53125,26.625,26.46875,26.59375,7.923145,2580800
12/04/1990,26.78125,27,26.75,26.78125,7.97901,3686400
16/04/1990,27.5,27.8125,27.5,27.71875,8.258317,16482800
17/04/1990,27.625,27.8125,27.46875,27.78125,8.27694,7657600
18/04/1990,27.71875,27.71875,27.375,27.46875,8.183835,6124000
19/04/1990,27.375,27.5625,27.28125,27.28125,8.127975,6110000
20/04/1990,27.34375,27.375,27.0625,27.34375,8.1466,6626000
23/04/1990,27.25,27.375,27.15625,27.34375,8.1466,5400800
24/04/1990,27.40625,27.59375,27.21875,27.21875,8.109353,5226400
25/04/1990,27.3125,27.53125,27.28125,27.34375,8.1466,4693600
26/04/1990,27.46875,27.5,27.125,27.1875,8.100041,5529200
27/04/1990,27.25,27.25,26.84375,26.84375,7.99763,3926400
30/04/1990,26.75,27.3125,26.75,27.25,8.11866,6451600
01/05/1990,27.375,27.40625,26.96875,27,8.044181,4664800
02/05/1990,27,27.28125,27,27.28125,8.127975,4866400
03/05/1990,27.375,27.53125,27.28125,27.3125,8.137283,6674800
04/05/1990,27.15625,27.65625,27.0625,27.625,8.611919,6049200
07/05/1990,27.625,27.84375,27.5625,27.625,8.611919,5220800
08/05/1990,27.625,27.75,27.59375,27.6875,8.631395,4962000
09/05/1990,27.6875,27.8125,27.59375,27.8125,8.670368,4860000
10/05/1990,27.84375,28.21875,27.8125,28.09375,8.758039,7253200
11/05/1990,28.40625,28.625,28.25,28.5,8.88469,10189200
14/05/1990,28.53125,28.875,28.5,28.5625,8.904176,9242400
15/05/1990,28.46875,28.90625,28.4375,28.90625,9.011336,5944000
16/05/1990,28.8125,28.9375,28.65625,28.84375,8.991849,7046000
17/05/1990,28.96875,29.0625,28.78125,29.03125,9.050303,6090400
18/05/1990,28.96875,29.0625,28.8125,28.84375,8.991849,7080800
21/05/1990,28.78125,29.34375,28.78125,29.25,9.118496,6942400
22/05/1990,29.375,29.4375,29.15625,29.4375,9.176951,7734400
