Date,Open,High,Low,Close,Adj Close,Volume
1986-03-13,0.088542,0.101563,0.088542,0.097222,0.064270,1031788800
1986-03-14,0.097222,0.102431,0.097222,0.100694,0.066566,308160000
1986-03-17,0.100694,0.103299,0.100694,0.102431,0.067713,133171200
1986-03-18,0.102431,0.103299,0.098958,0.099826,0.065992,67766400
1986-03-19,0.099826,0.100694,0.097222,0.098090,0.064844,47894400
1986-03-20,0.098090,0.098090,0.094618,0.095486,0.063123,58435200
1986-03-21,0.095486,0.097222,0.091146,0.092882,0.061401,59990400
1986-03-24,0.092882,0.092882,0.089410,0.090278,0.059680,65289600
1986-03-25,0.090278,0.092014,0.089410,0.092014,0.060827,32083200
1986-03-26,0.092014,0.095486,0.091146,0.094618,0.062549,22752000
1986-03-27,0.094618,0.096354,0.094618,0.096354,0.063697,16848000
1986-03-31,0.096354,0.096354,0.093750,0.095486,0.063123,12873600
1986-04-01,0.095486,0.095486,0.094618,0.094618,0.062549,11088000
1986-04-02,0.094618,0.097222,0.094618,0.095486,0.063123,27014400
1986-04-03,0.096354,0.098958,0.096354,0.096354,0.063697,23040000
1986-04-04,0.096354,0.097222,0.096354,0.096354,0.063697,26582400
1986-04-07,0.096354,0.097222,0.092882,0.094618,0.062549,16560000
1986-04-08,0.094618,0.097222,0.094618,0.095486,0.063123,10252800
1986-04-09,0.095486,0.098090,0.095486,0.097222,0.064270,12153600
1986-04-10,0.097222,0.098958,0.095486,0.098090,0.064844,13881600
1986-04-11,0.098958,0.101563,0.098958,0.099826,0.065992,17222400
1986-04-14,0.099826,0.101563,0.099826,0.100694,0.066566,12153600
1986-04-15,0.100694,0.100694,0.097222,0.100694,0.066566,9302400
1986-04-16,0.100694,0.105035,0.099826,0.104167,0.068861,31910400
1986-04-17,0.104167,0.105035,0.104167,0.105035,0.069435,22003200
1986-04-18,0.105035,0.105035,0.100694,0.101563,0.067140,21628800
1986-04-21,0.101563,0.102431,0.098958,0.101563,0.067140,22924800
1986-04-22,0.101563,0.101563,0.099826,0.099826,0.065992,15552000
1986-04-23,0.099826,0.100694,0.098958,0.100260,0.066279,15609600
1986-04-24,0.100260,0.111979,0.099826,0.110243,0.072878,62352000
1986-04-25,0.111111,0.121962,0.111111,0.117188,0.077469,85795200
1986-04-28,0.117188,0.118924,0.116319,0.118056,0.078043,28886400
1986-04-29,0.118056,0.118056,0.113715,0.114583,0.075747,30326400
